ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
138	42,42,47,43,45,51,28,45,46,38	0,0,0,0,0,0,0,0,1,0	54,52,43,51,55,29,47,62,52,59	0,0,0,0,0,1,0,0,0,0	150	75
139	0,0,0,0,0,0,1,0,0,0	9,4,3,2,0,3,6,2,3,4	0,1,0,0,0,0,0,0,0,0	2,8,2,3,3,2,0,3,1,3	79	75
140	1,5,1,2,0,3,1,4,3,0	55,50,63,59,60,94,67,59,85,70	6,3,4,2,2,4,0,5,4,2	62,55,78,63,54,51,71,68,80,87	80	75
141	0,0,1,3,1,1,0,1,1,1	0,0,0,0,0,0,0,0,0,0	0,1,1,2,2,0,3,0,2,0	0,1,0,0,1,0,0,0,0,0	150	75
142	1,1,2,0,1,1,3,0,1,1	1,0,1,2,0,0,0,0,1,1	3,3,2,1,2,2,1,2,1,0	0,0,0,0,1,0,1,1,2,0	150	75
143	1,1,2,0,0,0,3,0,0,1	1,0,1,2,0,0,0,0,1,1	3,3,2,1,2,2,1,2,1,0	0,0,0,0,1,0,1,1,2,0	150	75
147	0,2,3,3,8,0,5,4,1,4	6,7,8,6,11,5,3,7,7,7	2,3,3,0,0,2,3,1,3,11	9,9,5,6,5,5,4,7,10,5	101	75
148	23,10,18,17,15,15,12,21,24,18	16,18,13,22,24,19,17,25,23,17	10,13,17,20,22,20,23,12,20,22	24,22,22,18,29,25,19,13,22,32	86	75
149	7,1,3,6,8,6,7,6,11,6	0,1,0,0,0,0,0,0,0,0	6,5,4,2,5,6,8,5,5,5	0,0,0,0,0,1,0,0,0,3	86	75
150	51,34,52,48,25,38,34,37,55,55	1,0,0,0,0,0,3,0,0,1	54,52,53,29,46,33,31,32,50,48	0,0,0,0,1,1,0,1,0,1	150	75
152	0,2,0,0,1,0,1,0,4,2	97,90,119,124,91,92,90,101,99,98	0,1,0,0,2,1,0,1,0,1	124,88,78,132,118,101,146,107,102,125	90	75
154	1,0,0,0,1,0,0,0,0,0	93,84,102,115,115,107,99,109,84,111	0,0,0,0,0,0,1,0,0,1	117,117,84,89,92,93,119,77,106,127	84	75
156	55,52,51,47,42,4,12,17,20,22	0,4,1,2,3,3,0,4,2,0	41,28,31,34,28,32,32,25,14,8	1,2,0,3,2,0,3,4,0,0	150	75
158	0,0,0,1,0,0,3,0,0,0	10,5,25,28,7,5,7,22,13,12	1,1,1,0,0,0,2,0,1,0	15,14,16,15,20,17,11,9,12,10	127	75
159	3,1,1,4,6,2,5,3,1,3	0,2,2,1,1,0,2,0,0,0	8,5,1,5,3,5,3,0,0,4	0,0,1,0,1,0,0,0,2,0	98	75
160	22,19,13,17,17,27,19,11,12,22	2,1,1,2,2,3,2,0,3,2	18,14,16,6,24,14,17,8,23,15	4,1,0,2,2,2,1,1,3,2	150	75
161	3,2,1,2,1,2,1,3,0,0	2,2,0,1,3,4,2,2,0,3	2,1,1,2,1,1,2,1,2,2	1,1,2,0,3,2,2,2,3,3	150	75
162	2,0,1,0,0,0,0,0,0,0	2,1,0,1,0,0,1,0,1,0	0,0,0,1,0,0,0,0,0,0	0,1,0,0,0,0,0,1,0,2	81	75
163	0,2,0,0,1,0,0,1,0,0	9,10,10,19,11,17,20,9,12,16	1,1,0,0,0,1,4,0,1,1	12,11,17,12,10,13,19,17,22,8	150	75
164	6,14,10,4,7,5,5,9,2,11	18,13,18,20,9,13,10,16,12,8	5,5,5,13,9,13,4,11,13,11	11,11,15,10,13,13,13,14,9,10	100	75
165	2,3,5,2,4,2,11,4,1,2	2,0,0,0,0,1,0,0,0,0	3,3,0,11,6,5,10,2,2,7	0,0,0,0,0,0,0,0,0,0	150	75
166	3,7,11,2,6,7,12,4,4,4	0,0,0,0,0,0,0,0,0,0	7,6,2,14,6,5,14,4,4,8	0,0,0,0,0,0,1,0,0,0	150	75
167	4,8,9,9,7,6,2,4,7,4	0,0,0,0,0,0,0,1,0,0	9,6,4,6,5,5,14,7,8,5	0,0,0,0,0,0,2,0,0,0	150	75
168	3,4,3,9,5,1,1,4,4,2	0,0,0,0,0,0,0,1,0,0	5,3,2,3,5,5,10,5,6,4	0,0,0,0,0,0,2,0,0,0	150	75
169	0,0,0,0,0,0,0,0,0,0	39,76,47,46,42,29,38,27,39,32	1,0,0,0,0,0,0,0,0,0	47,41,38,42,71,55,44,29,32,21	79	75
171	0,0,0,0,1,0,0,1,0,0	13,16,16,19,10,8,13,12,3,17	0,0,0,0,0,0,0,0,2,0	12,9,10,15,19,5,14,16,7,6	138	75
172	2,1,3,3,2,2,0,3,3,1	0,0,0,0,0,0,0,0,0,0	1,0,2,4,2,0,4,2,1,2	0,1,0,0,0,0,0,0,1,0	129	75
173	225,261,270,250,236,113,155,185,146,192	0,0,0,1,0,0,1,0,0,0	201,190,197,175,271,202,244,171,120,69	1,0,0,0,0,0,0,0,0,1	150	75
175	59,83,78,90,71,32,40,48,68,51	11,6,9,5,5,8,5,5,9,6	55,47,63,58,72,64,70,74,36,28	9,10,10,6,12,8,9,9,3,5	144	75
180	4,7,2,5,5,1,4,2,4,1	29,26,30,36,19,13,11,17,19,17	3,1,4,3,0,8,4,0,2,0	22,22,14,21,25,18,26,23,33,10	78	75
181	2307,2677,2536,2756,2609,2496,2241,2345,2346,2796	3,0,0,2,2,2,0,2,1,2	2483,2567,2403,2465,2601,2548,2788,2461,2716,2688	0,1,2,3,3,1,0,1,4,4	133	75
182	1321,1531,1412,1519,1443,1384,1158,1278,1309,1526	0,0,0,1,1,0,0,0,1,0	1410,1379,1297,1358,1467,1449,1504,1344,1462,1420	0,0,0,0,0,0,0,0,0,0	133	75
183	649,773,701,790,742,400,585,593,582,646	2,0,0,1,0,0,0,0,0,0	660,604,572,644,756,725,756,591,564,410	0,0,0,0,1,0,1,0,1,1	150	75
184	224,249,265,277,224,217,196,242,242,291	0,0,0,1,0,0,1,0,0,0	255,239,251,259,269,216,302,226,270,187	0,0,1,0,0,0,1,0,0,0	150	75
185	89,120,107,101,102,89,92,97,97,115	1,0,0,1,0,0,0,0,0,0	83,110,111,103,123,125,128,101,123,143	0,0,0,0,0,0,2,0,1,0	150	75
186	0,3,1,1,3,3,2,1,1,4	2,6,1,4,8,4,6,5,7,11	0,6,1,0,3,1,2,1,2,5	8,9,5,3,7,8,3,7,8,17	106	75
187	0,0,0,0,0,0,0,0,0,1	13,7,9,6,5,3,5,9,7,9	1,0,0,0,0,2,0,0,2,0	6,5,11,12,13,11,10,4,8,8	82	75
188	23,26,24,22,16,11,15,15,13,15	38,21,26,34,25,19,17,27,25,20	16,30,18,18,28,11,17,21,25,17	23,21,34,22,23,30,33,34,19,18	78	75
189	55,61,47,46,65,34,55,41,36,51	2,1,0,1,0,0,0,1,1,0	51,39,44,43,65,38,71,38,49,53	1,0,3,1,1,0,0,0,0,2	84	75
190	518,578,586,633,512,488,489,519,473,546	1,0,2,0,2,0,0,1,2,0	563,543,464,541,622,498,597,508,503,433	0,1,0,3,1,0,4,1,1,0	83	75
191	38,57,51,51,55,42,42,37,40,38	0,0,0,0,0,0,0,0,0,0	47,41,37,38,51,34,50,43,54,45	0,0,0,0,0,1,0,0,0,0	115	75
192	1,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,1,0,0	0,1,0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0,0,0	150	75
193	22,8,17,15,15,8,5,16,7,9	1,1,5,5,3,0,0,9,1,1	20,11,15,16,23,16,24,15,9,4	3,1,2,2,1,6,0,1,4,1	105	75
196	83,77,88,96,90,79,60,67,73,90	361,342,351,383,277,343,258,276,334,280	75,76,69,61,105,94,94,73,87,82	347,329,293,377,342,352,370,278,332,333	135	75
197	23,30,24,20,34,23,12,13,19,27	31,32,39,36,29,21,19,29,32,32	27,24,22,18,36,20,32,24,30,28	19,20,19,25,32,26,30,20,18,24	135	75
198	212,212,252,234,203,160,166,175,197,242	139,151,150,151,129,126,96,133,94,102	227,178,204,202,247,200,240,186,197,181	128,132,111,128,144,129,150,128,103,110	105	75
199	191,167,195,175,146,115,114,148,153,187	35,68,30,46,44,46,27,39,43,45	179,153,151,152,189,177,179,143,147,130	37,36,44,42,52,45,42,38,33,28	105	75
200	1,3,6,2,5,0,1,4,4,3	2,0,2,0,3,3,1,6,4,2	2,3,2,3,6,0,5,2,0,1	5,2,4,2,2,0,1,1,7,4	102	75
201	61,56,47,57,59,19,31,34,37,40	1,2,4,1,3,2,2,4,0,2	57,38,43,41,65,51,36,26,23,14	1,3,2,0,3,0,4,2,2,0	127	75
205	25,24,24,23,23,17,16,23,28,26	3,1,1,0,0,1,1,1,1,0	20,27,16,18,12,13,24,24,21,23	4,2,0,0,2,1,0,2,0,1	103	75
206	29,19,25,15,24,15,15,20,14,17	0,0,0,0,0,1,0,0,0,0	17,18,26,19,21,23,16,13,8,12	0,0,0,0,0,0,0,0,0,0	79	75
207	25,41,39,29,35,28,27,37,26,43	0,0,0,0,0,0,0,0,0,0	36,24,34,37,30,37,53,43,21,21	0,1,0,0,0,0,0,0,0,0	150	75
208	101,113,90,118,97,75,71,121,104,141	0,0,2,0,0,0,0,1,0,0	128,86,84,104,98,118,141,79,109,75	0,1,0,1,0,1,2,1,0,0	150	75
212	3934,3985,4176,4591,4201,4525,3819,3935,4190,4951	0,0,0,0,0,1,0,0,1,0	3920,4284,4162,4409,4316,4546,4730,4262,4927,5144	0,0,0,0,0,0,0,0,0,0	150	75
213	15,23,26,31,31,17,18,16,21,29	0,0,0,0,0,0,0,0,0,0	23,28,13,22,28,17,33,17,20,24	0,0,0,0,0,0,1,0,0,0	150	75
214	8,9,7,4,5,11,9,9,8,6	67,81,81,80,72,99,65,56,90,87	9,8,10,15,13,10,7,11,13,14	80,89,104,105,55,88,111,90,103,129	80	75
215	39,61,65,62,58,36,36,52,41,40	0,0,1,1,0,0,2,0,1,0	43,37,45,43,58,45,51,52,55,38	0,0,0,0,0,0,0,0,0,0	150	75
216	6,4,5,9,7,1,6,3,7,5	47,63,60,46,41,53,38,41,44,40	7,7,5,5,4,3,9,1,6,10	36,39,51,47,51,38,56,49,39,53	150	75
217	54,45,57,51,41,39,46,50,42,59	0,0,0,0,0,0,0,0,2,0	62,62,53,44,51,46,36,55,56,44	0,0,2,1,0,0,1,0,2,1	150	75
219	8,1,4,2,5,2,1,6,8,2	10,5,13,9,6,3,4,5,3,3	5,2,1,3,11,7,3,1,2,2	4,8,5,6,8,8,6,4,6,2	87	75
220	24,25,28,29,20,7,19,14,17,18	1,0,6,3,1,2,0,2,1,0	20,21,17,16,26,20,28,19,12,7	1,3,3,3,0,0,3,2,1,0	102	75
221	20,23,26,33,23,8,7,19,10,11	0,0,0,0,0,0,0,0,1,0	15,15,7,14,21,19,22,10,6,4	0,0,0,0,0,0,0,0,0,0	150	75
222	0,1,0,0,0,1,0,0,0,0	3,2,2,1,4,5,2,1,0,1	0,0,1,0,0,0,0,1,0,1	2,0,2,1,2,3,0,1,1,3	150	75
223	2,4,0,3,0,2,1,2,1,1	29,42,36,35,40,38,35,41,33,27	1,2,0,3,1,1,2,0,1,2	29,29,33,41,48,31,37,38,32,34	130	75
224	38,51,46,34,33,14,28,36,42,30	96,89,90,84,67,57,49,61,86,76	53,41,31,27,38,28,38,26,23,21	87,51,75,91,92,82,90,84,60,32	81	75
225	7,14,9,16,6,8,8,5,12,9	9,29,12,18,18,11,7,15,12,22	10,6,8,7,6,12,14,6,11,12	18,13,20,16,31,18,16,11,20,11	90	75
226	70,86,107,77,108,40,63,65,66,79	27,19,37,24,39,21,25,15,30,27	97,64,53,92,95,72,66,64,65,56	26,15,23,29,28,20,29,23,31,15	108	75
232	315,389,349,400,395,427,364,396,375,457	6,10,5,7,7,5,8,8,10,7	327,411,359,361,375,375,413,401,420,490	11,4,4,4,3,5,10,7,10,7	148	75
233	43,49,52,71,39,53,52,57,39,51	0,0,0,0,0,0,0,0,0,0	54,45,35,40,58,49,60,50,78,90	0,0,0,0,0,1,0,0,0,0	122	75
234	2,6,4,3,0,3,1,0,3,1	13,20,29,15,19,19,16,19,7,24	3,0,0,2,2,0,6,5,5,7	14,18,18,17,16,14,19,20,19,20	79	75
235	19,24,25,20,22,20,15,16,21,19	0,1,5,0,1,2,1,0,0,0	26,11,10,15,20,12,26,15,29,23	0,1,2,0,7,0,1,1,5,3	131	75
236	30,38,50,32,41,36,30,35,25,42	0,1,5,0,1,2,1,0,0,0	37,29,28,30,34,26,39,30,43,36	0,1,2,0,7,0,1,1,5,3	127	75
237	0,1,0,0,0,0,1,0,1,1	4,7,8,8,7,1,1,2,3,3	0,1,0,0,0,0,0,0,0,0	7,11,5,5,2,11,4,5,5,4	85	75
240	0,0,1,0,1,4,1,0,1,0	0,0,0,0,0,0,0,0,1,0	0,0,1,0,2,1,0,1,0,0	0,0,0,0,0,0,0,0,0,0	94	75
241	0,1,0,0,0,6,4,1,1,0	0,0,0,0,0,0,0,0,0,0	0,0,1,0,1,0,0,1,0,0	0,1,0,0,0,0,0,0,0,0	94	75
242	0,0,0,0,0,4,1,0,1,0	0,0,0,0,1,0,0,0,0,0	0,1,1,0,0,0,1,1,0,0	0,0,0,0,0,0,0,0,0,0	94	75
243	3,10,5,8,7,3,9,7,3,6	4,8,1,5,4,3,3,7,4,0	5,6,6,1,4,7,7,8,8,3	8,2,5,1,3,4,3,0,4,2	84	75
244	26,21,21,22,22,35,21,23,36,16	1,4,0,1,0,1,1,0,0,0	25,27,21,24,23,19,24,21,24,18	3,0,0,0,0,1,0,1,0,0	110	75
246	1140,1318,1310,1303,1166,1360,1254,1215,1337,1462	242,245,291,325,216,305,216,259,239,295	1331,1344,1259,1440,1305,1207,1417,1299,1501,1460	275,250,234,234,285,282,262,217,261,260	126	75
