Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000051951.5,2674.453689063277,0.06441392190897807,0.05480506221259479,1.1753279589230183,0.23986353299077878,0.8132188373933359
ENSMUSG00000025902.13,144.90001582802316,0.007629747227269643,0.110169471621575,0.06925464119023218,0.9447869300906562,0.9941654168142623
ENSMUSG00000033845.13,1052.2992810559167,0.01713328750799952,0.031387107420565094,0.5458702287670398,0.5851551441834326,0.9377905342274572
ENSMUSG00000025903.14,483.9173801468779,0.11766279580899106,0.09155978305705097,1.285092557893844,0.19875994189078305,0.7780043154510412
ENSMUSG00000033813.15,745.6250239158583,0.03510588967287715,0.043206472284669124,0.8125146029414142,0.41649641076809774,0.8945847074836093
ENSMUSG00000103280.1,54.91150986128311,0.06176675083647757,0.13283520106736585,0.4649878220544362,0.6419401775213681,0.94637490418595
ENSMUSG00000002459.17,600.8419485515193,0.10115308454509274,0.06459066446619414,1.566063538455079,0.11733374298438923,0.7140458289425134
ENSMUSG00000033793.12,6400.982341791349,0.032289228732306684,0.026229144716709007,1.2310439048261137,0.21830644386766151,0.7955810548364803
ENSMUSG00000025905.14,114.3394157028591,-0.17203181278135077,0.3579191732575879,-0.48064430641032635,0.6307693201268345,0.9446485103617845
ENSMUSG00000033774.4,135.23660065066196,0.20733812790520517,0.1367054517820749,1.5166778296137546,0.1293480444640009,0.727232329532901
ENSMUSG00000025907.14,4633.0348769396205,0.0522712638095697,0.03084049217511029,1.6948907142200227,0.09009615437127384,0.6852598844931368
ENSMUSG00000090031.2,63.52834540282176,0.10147958763015445,0.13292181759821253,0.7634532047771148,0.44519315995779407,0.9046226174318336
ENSMUSG00000103845.1,66.88593249518635,-0.13496037635479763,0.11088634938384809,-1.2171054156324872,0.22356411046076885,0.8012963007967274
ENSMUSG00000033740.17,1749.4144987361985,0.05496181351006071,0.08643422822935426,0.6358801904752233,0.5248545151480786,0.9262935729426791
ENSMUSG00000051285.17,3943.0762842266913,0.025680418139368527,0.04659097842956669,0.5511886422001324,0.5815043651281588,0.9377118428989637
ENSMUSG00000103509.1,39.606840040859026,-0.17043877936245022,0.20608149466261716,-0.8270455318731126,0.40821125468402975,0.8912970287847513
ENSMUSG00000025909.16,1049.8683545420558,-0.07133182247002536,0.05090773688059292,-1.4011980661670018,0.16115485244188643,0.753156458709363
ENSMUSG00000061024.8,771.4728093546427,-0.027003265191167695,0.05566418265372569,-0.48511024331658487,0.6275981463227318,0.9439630860527567
ENSMUSG00000025911.14,602.3247695073229,0.08431875188479318,0.09607435459891196,0.8776405757478603,0.3801388022565263,0.8809059313600189
ENSMUSG00000079671.8,12.105670117349607,0.2713374189523693,0.3974753814680021,0.6826521379770354,0.4948266800821637,0.9167707092921894
ENSMUSG00000067879.3,11923.269644082458,0.07271461287754694,0.07582970531420198,0.9589198926232457,0.3375991025768832,0.8601823972844543
ENSMUSG00000025912.16,86.5316504377012,-0.032094397003829954,0.1168809090270832,-0.2745905834492882,0.7836308016657614,0.9741852185474668
ENSMUSG00000045210.8,4087.5441570588723,0.04020960930965453,0.037531466399287616,1.0713572681087076,0.2840088189613369,0.8388180453256916
ENSMUSG00000025915.14,432.82758425737677,-0.14944746673171655,0.12837080867229622,-1.1641857543581005,0.2443487420708611,0.8176180995413621
ENSMUSG00000046101.16,37.18664436718905,0.18240621405400323,0.28428423421839033,0.6416332391963626,0.521111345742298,0.9259466785911626
