ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
191	233,220,242,205,189,180,209,168,165,208	0,0,0,0,1,0,1,0,0,0	209,188,178,181,171,205,248,176,193,173	2,1,2,0,2,0,0,0,0,0	150	75
192	115,111,141,97,110,86,115,88,97,99	3,1,0,0,0,0,0,0,0,0	114,110,101,90,109,107,109,89,99,95	1,1,0,0,0,0,0,0,0,0	150	75
193	0,0,3,3,5,2,0,0,2,1	3,1,1,1,0,9,7,7,3,4	0,1,3,0,2,2,3,3,0,1	5,3,7,1,3,2,6,4,4,4	106	75
194	0,0,1,0,0,0,0,0,2,1	10,6,5,8,11,8,7,9,11,10	0,0,0,0,0,0,0,0,0,2	3,12,6,15,4,7,5,16,7,8	82	75
196	22,16,5,11,7,12,10,19,23,20	31,33,27,35,27,29,18,35,27,31	11,17,6,8,11,9,11,8,14,12	24,40,25,24,27,34,32,33,32,17	78	75
197	62,52,44,43,46,44,29,38,44,52	0,0,0,1,0,3,0,0,2,2	48,64,48,49,53,57,52,62,64,39	0,1,0,0,1,4,0,0,0,1	84	75
198	748,678,679,588,580,576,558,475,574,598	1,1,0,0,1,0,1,0,1,0	596,616,518,555,619,627,603,602,576,560	0,2,1,1,0,4,2,0,1,2	83	75
199	51,54,38,50,35,44,41,40,52,52	0,0,0,0,0,0,0,1,0,0	47,39,51,53,47,53,49,43,50,42	0,1,1,0,2,1,0,0,0,0	115	75
200	13,25,12,20,9,8,16,12,14,23	4,2,3,1,4,4,2,1,1,5	7,18,17,13,17,16,27,19,12,12	2,0,0,0,7,4,2,1,1,4	105	75
202	0,0,0,0,0,0,0,0,1,0	29,32,31,26,24,24,28,22,15,13	0,0,0,0,0,0,0,0,0,0	21,26,21,22,31,25,22,18,14,29	79	75
203	91,103,84,70,92,93,61,64,94,79	349,315,365,261,289,277,248,272,277,259	82,113,78,100,76,97,66,72,68,82	309,352,274,292,267,313,288,298,294,326	135	75
204	25,30,20,21,35,27,14,16,17,27	34,14,14,19,29,17,23,16,13,18	16,38,33,29,30,24,24,26,18,22	23,25,21,27,15,22,24,22,13,24	135	75
205	183,213,211,187,210,153,146,149,195,189	112,127,135,107,104,104,63,113,132,73	195,235,174,205,201,244,192,185,159,198	116,114,125,128,99,129,111,110,135,115	105	75
206	154,134,191,99,158,145,123,125,132,166	49,42,43,32,40,31,30,22,33,32	134,155,132,131,139,154,161,134,129,127	50,42,34,43,40,51,48,35,41,49	105	75
